location,category,chambres,salles_de_bains,superficie,type_de_transaction,date,price
"Tunis, Tunis",Bureaux et Plateaux,6.0,2.0,300.0,À Louer,27 janvier 2020,3800.0
"Tunis, L'aouina",Appartements,1.0,1.0,59.0,À Vendre,27 janvier 2020,130000.0
"Tunis, Centre Urbain Nord",Bureaux et Plateaux,3.0,3.0,1300.0,À Louer,27 janvier 2020,325000.0
"Tunis, Autres villes",Appartements,2.0,1.0,114.0,À Louer,27 janvier 2020,800.0
"Tunis, La Goulette",Appartements,2.0,1.0,123.0,À Vendre,27 janvier 2020,367000.0
"Tunis, Sidi Hassine",Maisons et Villas,3.0,1.0,120.0,À Vendre,27 janvier 2020,100000.0
"Tunis, La Goulette",Appartements,3.0,245.0,,À Vendre,27 janvier 2020,600000.0
"Tunis, La Marsa",Maisons et Villas,3.0,1.0,75.0,À Vendre,27 janvier 2020,0.0
"Tunis, Le Kram",Appartements,2.0,1.0,60.0,À Louer,27 janvier 2020,350.0
"Tunis, Le Kram",Appartements,1.0,1.0,66.0,À Louer,27 janvier 2020,1100.0
"Tunis, Le Kram",Appartements,1.0,1.0,60.0,À Louer,27 janvier 2020,350.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,140.0,À Vendre,27 janvier 2020,111111.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,85.0,À Vendre,27 janvier 2020,650000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Tunis, El Ouardia",Maisons et Villas,3.0,1.0,90.0,À Louer,27 janvier 2020,550.0
"Tunis, Le Kram",Bureaux et Plateaux,1.0,2400.0,,À Louer,27 janvier 2020,25000.0
"Tunis, L'aouina",Appartements,2.0,1.0,100.0,À Louer,27 janvier 2020,900.0
"Tunis, Tunis",Appartements,4.0,1.0,150.0,À Louer,27 janvier 2020,900.0
"Tunis, L'aouina",Maisons et Villas,3.0,2.0,110.0,À Louer,27 janvier 2020,1800.0
"Tunis, Sidi Bou Said",Terrains et Fermes,,,,,27 janvier 2020,18500000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,27 janvier 2020,1470000.0
"Tunis, Tunis",Appartements,2.0,1.0,50.0,À Louer,27 janvier 2020,800.0
"Tunis, Autres villes",Appartements,1.0,1.0,70.0,À Louer,27 janvier 2020,500.0
"Tunis, Centre Ville - Lafayette",Maisons et Villas,0.0,0.0,0.0,À Vendre,27 janvier 2020,2000.0
"Tunis, Tunis",Bureaux et Plateaux,3.0,1.0,35.0,À Louer,27 janvier 2020,550.0
"Tunis, Menzah",Appartements,1.0,1.0,45.0,À Vendre,27 janvier 2020,72000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,700.0
"Tunis, La Marsa",Appartements,1.0,1.0,150.0,À Louer,27 janvier 2020,1200.0
"Tunis, Autres villes",Terrains et Fermes,,,,,27 janvier 2020,1.0
"Tunis, Sidi Hassine",Terrains et Fermes,,,,,27 janvier 2020,0.0
"Tunis, Cité El Khadra",Colocations,1.0,1.0,50.0,À Louer,27 janvier 2020,150.0
"Tunis, Tunis",Bureaux et Plateaux,4.0,3.0,100.0,À Louer,27 janvier 2020,1400.0
"Tunis, Autres villes",Appartements,2.0,1.0,65.0,À Louer,27 janvier 2020,400.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,60.0,À Louer,27 janvier 2020,550.0
"Tunis, Carthage",Appartements,2.0,1.0,70.0,À Louer,27 janvier 2020,1300.0
"Tunis, Carthage","Magasins, Commerces et Locaux industriels",1.0,1.0,1.0,À Vendre,27 janvier 2020,400.0
"Tunis, La Marsa",Appartements,3.0,1.0,210.0,À Vendre,27 janvier 2020,0.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,50.0,À Vendre,27 janvier 2020,55000.0
"Tunis, La Goulette",Bureaux et Plateaux,1.0,1.0,18.0,À Vendre,27 janvier 2020,120000.0
"Tunis, El Ouardia",Appartements,3.0,1.0,80.0,À Vendre,27 janvier 2020,90000.0
"Tunis, Autres villes",Appartements,4.0,1.0,120.0,À Vendre,26 janvier 2020,200000.0
"Tunis, Centre Urbain Nord",Bureaux et Plateaux,6.0,1.0,192.0,À Vendre,26 janvier 2020,550.0
"Tunis, Centre Ville - Lafayette",Maisons et Villas,3.0,1.0,1.0,À Vendre,26 janvier 2020,0.0
"Tunis, Autres villes",Appartements,3.0,1.0,70.0,À Vendre,26 janvier 2020,170000.0
"Tunis, Sidi El Béchir",Maisons et Villas,2.0,1.0,100.0,À Louer,26 janvier 2020,0.0
"Tunis, Centre Ville - Lafayette",Appartements,1.0,1.0,25.0,À Louer,26 janvier 2020,260.0
"Tunis, Autres villes",Autre Immobilier,,,,,26 janvier 2020,490.0
"Tunis, Le Kram",Terrains et Fermes,,,,,26 janvier 2020,70000.0
"Tunis, Tunis",Terrains et Fermes,,,,,26 janvier 2020,10000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,360000.0
"Tunis, El Omrane supérieur",Appartements,2.0,1.0,1.0,À Louer,26 janvier 2020,500.0
"Tunis, Le Bardo",Appartements,2.0,1.0,68.0,À Vendre,26 janvier 2020,170000.0
"Tunis, La Marsa",Appartements,1.0,1.0,80.0,À Louer,26 janvier 2020,400.0
"Tunis, La Marsa",Maisons et Villas,3.0,1.0,210.0,À Vendre,26 janvier 2020,0.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Tunis, L'aouina",Maisons et Villas,4.0,3.0,1.0,À Louer,26 janvier 2020,2500.0
"Tunis, Le Bardo",Colocations,3.0,0.0,120.0,À Louer,26 janvier 2020,0.0
"Tunis, Autres villes",Appartements,3.0,1.0,100.0,À Louer,26 janvier 2020,500.0
"Tunis, Tunis",Appartements,120000.0,120000.0,12000.0,À Vendre,26 janvier 2020,120.0
"Tunis, Le Kram",Appartements,2.0,1.0,256.0,À Vendre,26 janvier 2020,500.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,1.0,120.0,À Louer,26 janvier 2020,800.0
"Tunis, Tunis",Maisons et Villas,3.0,1.0,147.0,À Vendre,26 janvier 2020,90.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,70.0,À Vendre,26 janvier 2020,180000.0
"Tunis, Le Bardo",Appartements,2.0,1.0,114.0,À Louer,26 janvier 2020,800.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,45000.0
"Tunis, Le Bardo",Maisons et Villas,1.0,1.0,35.0,À Louer,26 janvier 2020,0.0
"Tunis, Autres villes",Maisons et Villas,3.0,165.0,,À Vendre,26 janvier 2020,0.0
"Tunis, Carthage",Maisons et Villas,2.0,1.0,50.0,À Louer,26 janvier 2020,350.0
"Tunis, Ezzouhour",Appartements,3.0,1.0,60.0,À Vendre,26 janvier 2020,65000000.0
"Tunis, Le Bardo",Maisons et Villas,3.0,1.0,60.0,À Louer,26 janvier 2020,450.0
"Tunis, Autres villes",Appartements,1.0,1.0,1.0,À Vendre,26 janvier 2020,25.0
"Tunis, Menzah",Appartements,4.0,2.0,200.0,À Vendre,26 janvier 2020,380.0
"Tunis, Autres villes",Locations de vacances,1.0,1.0,80.0,À Louer,26 janvier 2020,60.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,1.0,16.0,À Louer,26 janvier 2020,550.0
"Tunis, Autres villes",Maisons et Villas,1.0,1.0,130.0,À Louer,26 janvier 2020,120.0
"Tunis, Autres villes",Appartements,1.0,1.0,120.0,À Louer,26 janvier 2020,120.0
"Tunis, La Marsa",Maisons et Villas,2.0,1.0,120.0,À Louer,26 janvier 2020,80.0
"Tunis, El Omrane supérieur",Appartements,2.0,1.0,60.0,À Louer,26 janvier 2020,380.0
"Tunis, Carthage",Appartements,2.0,1.0,100.0,À Vendre,26 janvier 2020,280000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,38.0,À Vendre,26 janvier 2020,39000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Tunis, Autres villes",Appartements,4.0,2.0,200.0,À Louer,26 janvier 2020,150.0
"Tunis, El Ouardia",Maisons et Villas,3.0,1.0,120.0,À Vendre,26 janvier 2020,180.0
"Tunis, La Marsa",Maisons et Villas,3.0,1.0,250.0,À Louer,26 janvier 2020,3500.0
"Tunis, La Marsa",Appartements,2.0,1.0,80.0,À Louer,26 janvier 2020,700.0
"Tunis, L'aouina",Appartements,2.0,1.0,110.0,À Louer,26 janvier 2020,850.0
"Tunis, Autres villes",Appartements,1.0,1.0,40.0,À Vendre,26 janvier 2020,60000.0
"Tunis, Tunis","Magasins, Commerces et Locaux industriels",5.0,2.0,300.0,À Louer,26 janvier 2020,3500.0
"Tunis, Manar",Appartements,2.0,1.0,70.0,À Vendre,26 janvier 2020,220000.0
"Tunis, Autres villes",Appartements,2.0,1.0,130.0,À Louer,26 janvier 2020,90.0
"Tunis, Ettahrir",Appartements,3.0,1.0,100.0,À Louer,26 janvier 2020,0.0
"Tunis, Menzah",Bureaux et Plateaux,4.0,2.0,120.0,À Louer,26 janvier 2020,0.0
"Tunis, Autres villes",Maisons et Villas,7.0,2.0,300.0,À Vendre,26 janvier 2020,575000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,150.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,1.0,À Louer,26 janvier 2020,0.0
"Tunis, Sidi Hassine",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Tunis, L'aouina",Bureaux et Plateaux,1.0,2.0,100.0,À Vendre,26 janvier 2020,500000.0
"Tunis, L'aouina",Appartements,1.0,1.0,50.0,À Louer,26 janvier 2020,70.0
"Tunis, L'aouina",Appartements,3.0,4.0,240.0,À Vendre,26 janvier 2020,1200000.0
"Tunis, Mutuelleville",Appartements,4.0,2.0,92.0,À Vendre,26 janvier 2020,250000.0
"Tunis, Autres villes",Maisons et Villas,1.0,1.0,0.0,À Louer,26 janvier 2020,0.0
"Tunis, Autres villes",Maisons et Villas,3.0,2.0,137.0,À Vendre,26 janvier 2020,1000000.0
"Tunis, Tunis",Appartements,5.0,3.0,,À Vendre,26 janvier 2020,13.0
"Tunis, Sidi El Béchir",Terrains et Fermes,,,,,26 janvier 2020,210.0
"Tunis, Le Bardo",Appartements,3.0,1.0,85.0,À Louer,26 janvier 2020,380.0
"Tunis, Carthage",Appartements,1.0,1.0,67.0,À Vendre,26 janvier 2020,0.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,25.0
"Tunis, Sidi Daoud",Appartements,4.0,2.0,100.0,À Louer,26 janvier 2020,1400.0
"Tunis, El Ouardia","Magasins, Commerces et Locaux industriels",4.0,2.0,150.0,À Louer,26 janvier 2020,0.0
"Tunis, Sidi Bou Said",Terrains et Fermes,,,,,26 janvier 2020,12000000.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,0.0,10.0,À Louer,26 janvier 2020,450.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,2880000.0
"Tunis, Centre Urbain Nord",Bureaux et Plateaux,6.0,1.0,192.0,À Vendre,26 janvier 2020,550.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,130.0,À Vendre,26 janvier 2020,0.0
"Tunis, La Goulette",Maisons et Villas,6.0,2.0,518.0,À Vendre,26 janvier 2020,1600000.0
"Tunis, L'aouina",Appartements,4.0,2.0,230.0,À Vendre,26 janvier 2020,780000.0
"Tunis, La Marsa",Appartements,3.0,2.0,400.0,À Vendre,26 janvier 2020,1400000.0
"Tunis, Autres villes",Appartements,3.0,1.0,75.0,À Vendre,26 janvier 2020,170000.0
"Tunis, Sidi Bou Said",Maisons et Villas,8.0,3.0,1200.0,À Louer,26 janvier 2020,8000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,2500.0
"Tunis, Autres villes",Appartements,2.0,1.0,100.0,À Louer,26 janvier 2020,0.0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",1.0,0.0,15.0,À Louer,26 janvier 2020,600.0
"Tunis, Menzah",Bureaux et Plateaux,1.0,0.0,15.0,À Louer,26 janvier 2020,600.0
"Tunis, Autres villes",Locations de vacances,2.0,1.0,47.0,À Louer,26 janvier 2020,55.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,2.0,1.0,,À Louer,26 janvier 2020,3000.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,40.0,À Louer,26 janvier 2020,135.0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",13.0,5.0,1100.0,À Vendre,26 janvier 2020,400.0
"Tunis, Centre Urbain Nord",Appartements,2.0,1.0,100.0,À Louer,26 janvier 2020,1200.0
"Tunis, Autres villes",Maisons et Villas,4.0,2.0,200.0,À Louer,26 janvier 2020,600.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,260.0,À Vendre,26 janvier 2020,310.0
"Tunis, Autres villes",Maisons et Villas,3.0,2.0,186.0,À Vendre,26 janvier 2020,130.0
"Tunis, Carthage",Appartements,1.0,1.0,80.0,À Louer,26 janvier 2020,1300.0
"Tunis, Menzah",Appartements,3.0,2.0,128.0,À Vendre,26 janvier 2020,300000.0
"Tunis, Autres villes",Appartements,2.0,1.0,0.0,À Louer,26 janvier 2020,250.0
"Tunis, Sidi Daoud",Terrains et Fermes,,,,,26 janvier 2020,88400.0
"Tunis, Autres villes",Appartements,1.0,1.0,70.0,À Louer,26 janvier 2020,250.0
"Tunis, Autres villes",Terrains et Fermes,,,,,26 janvier 2020,6000.0
"Tunis, La Marsa",Appartements,2.0,1.0,120.0,À Louer,25 janvier 2020,0.0
"Tunis, Mutuelleville",Appartements,4.0,-1.0,110.0,À Vendre,25 janvier 2020,200.0
"Tunis, Tunis",Appartements,2.0,0.0,46.0,À Vendre,25 janvier 2020,45000000.0
"Tunis, La Goulette",Colocations,3.0,2.0,100.0,À Louer,25 janvier 2020,200.0
"Tunis, Autres villes",Maisons et Villas,3.0,1.0,130.0,À Vendre,25 janvier 2020,130.0
"Tunis, Autres villes",Appartements,3.0,1.0,400.0,À Louer,25 janvier 2020,120.0
"Tunis, Médina","Magasins, Commerces et Locaux industriels",2.0,1.0,50.0,À Vendre,25 janvier 2020,120.0
"Tunis, Autres villes",Maisons et Villas,2.0,1.0,160.0,À Vendre,25 janvier 2020,180.0
"Tunis, La Marsa",Appartements,3.0,2.0,95.0,À Louer,25 janvier 2020,600.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,250.0,À Vendre,25 janvier 2020,120.0
"Tunis, El Omrane",Appartements,2.0,1100.0,120.0,À Louer,25 janvier 2020,0.0
"Tunis, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,170.0
"Tunis, Autres villes",Appartements,3.0,2.0,190.0,À Louer,25 janvier 2020,800.0
"Tunis, Autres villes",Maisons et Villas,3.0,2.0,200.0,À Louer,25 janvier 2020,800.0
"Tunis, Tunis",Maisons et Villas,3.0,1.0,120.0,À Louer,25 janvier 2020,0.0
"Tunis, Carthage",Maisons et Villas,3.0,2.0,1.0,À Louer,25 janvier 2020,750.0
"Tunis, Cité El Khadra",Appartements,1.0,1.0,65.0,À Louer,25 janvier 2020,400.0
"Tunis, L'aouina",Appartements,2.0,1.0,120.0,À Louer,25 janvier 2020,100.0
"Tunis, Autres villes",Locations de vacances,3.0,1.0,100.0,À Louer,25 janvier 2020,140.0
"Tunis, Le Bardo",Terrains et Fermes,,,,,25 janvier 2020,0.0
"Tunis, Le Kram",Terrains et Fermes,,,,,25 janvier 2020,1200.0
"Tunis, Le Kram","Magasins, Commerces et Locaux industriels",1.0,1.0,50.0,À Vendre,25 janvier 2020,47000.0
"Tunis, La Marsa",Maisons et Villas,3.0,3.0,300.0,À Vendre,25 janvier 2020,1700000.0
"Tunis, Le Bardo",Terrains et Fermes,,,,,25 janvier 2020,1500.0
"Tunis, Ettahrir",Appartements,3.0,1.0,70.0,À Vendre,25 janvier 2020,85000.0
"Tunis, Sidi Daoud","Magasins, Commerces et Locaux industriels",1.0,1.0,35.0,À Louer,25 janvier 2020,600.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,67.0,À Louer,25 janvier 2020,0.0
"Tunis, Carthage",Appartements,1.0,1.0,80.0,À Louer,25 janvier 2020,1600.0
"Tunis, Tunis",Autre Immobilier,,,,,25 janvier 2020,995000.0
"Tunis, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,280.0
"Tunis, Tunis",Maisons et Villas,8.0,4.0,500.0,À Louer,25 janvier 2020,0.0
"Tunis, L'aouina",Maisons et Villas,4.0,1.0,240.0,À Louer,25 janvier 2020,1400.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,55.0,À Vendre,25 janvier 2020,45.0
"Tunis, Autres villes",Maisons et Villas,5.0,2.0,288.0,À Vendre,25 janvier 2020,400.0
"Tunis, Le Kram",Bureaux et Plateaux,2.0,2.0,55.0,À Louer,25 janvier 2020,900.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,30.0,À Vendre,25 janvier 2020,60000.0
"Tunis, Autres villes",Autre Immobilier,,,,,25 janvier 2020,4000.0
"Tunis, Autres villes",Appartements,115.0,115.0,115.0,À Vendre,25 janvier 2020,2.0
"Tunis, Le Bardo",Maisons et Villas,1.0,1.0,80.0,À Louer,25 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,6.0,2.0,400.0,À Vendre,25 janvier 2020,1600.0
"Tunis, Autres villes",Appartements,1.0,1.0,35.0,À Louer,25 janvier 2020,120.0
"Tunis, L'aouina",Colocations,1.0,1.0,1.0,À Louer,25 janvier 2020,0.0
"Tunis, Manar",Appartements,4.0,1.0,125.0,À Vendre,25 janvier 2020,335000.0
"Tunis, Tunis",Maisons et Villas,6.0,2.0,85.0,À Vendre,25 janvier 2020,130.0
"Tunis, Menzah",Maisons et Villas,3.0,1.0,130.0,À Louer,25 janvier 2020,1600.0
"Tunis, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,1200.0
"Tunis, Menzah",Appartements,1.0,1.0,100.0,À Vendre,25 janvier 2020,220000.0
"Tunis, Cité Olympique",Appartements,2.0,1.0,40.0,À Louer,25 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",4.0,1.0,112.0,À Vendre,25 janvier 2020,0.0
"Tunis, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,200.0
"Tunis, Hraïria",Maisons et Villas,2.0,1.0,80.0,À Louer,25 janvier 2020,300.0
"Tunis, Tunis",Maisons et Villas,4.0,2.0,100.0,À Vendre,25 janvier 2020,90000.0
"Tunis, Autres villes",Autre Immobilier,,,,,25 janvier 2020,750000.0
"Tunis, La Marsa",Appartements,2.0,1.0,1.0,À Louer,25 janvier 2020,2500.0
"Tunis, Carthage",Maisons et Villas,7.0,4.0,500.0,À Louer,25 janvier 2020,3200.0
"Tunis, La Marsa",Appartements,2.0,1.0,120.0,À Louer,25 janvier 2020,2100.0
"Tunis, Carthage",Maisons et Villas,3.0,1.0,250.0,À Louer,25 janvier 2020,3000.0
"Tunis, La Marsa",Appartements,3.0,3.0,165.0,À Vendre,25 janvier 2020,525000.0
"Tunis, Menzah",Maisons et Villas,6.0,3.0,600.0,À Louer,25 janvier 2020,2000.0
"Tunis, Le Kram",Appartements,3.0,1.0,90.0,À Vendre,25 janvier 2020,250000.0
"Tunis, Le Kram",Appartements,3.0,2.0,360.0,À Vendre,25 janvier 2020,1150000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,477400.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,14790000.0
"Tunis, La Marsa",Appartements,2.0,2.0,90.0,À Vendre,25 janvier 2020,446000.0
"Tunis, Le Bardo",Appartements,4.0,1.0,100.0,À Louer,25 janvier 2020,0.0
"Tunis, La Marsa",Appartements,1.0,1.0,95.0,À Vendre,25 janvier 2020,295000.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,64.0,À Vendre,25 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,4.0,3.0,352.0,À Vendre,25 janvier 2020,1000000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,2900000.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",0.0,1.0,5.0,À Louer,25 janvier 2020,300.0
"Tunis, La Marsa",Appartements,1.0,1.0,50.0,À Louer,25 janvier 2020,1700.0
"Tunis, Tunis",Maisons et Villas,6.0,2.0,279.0,À Vendre,25 janvier 2020,0.0
"Tunis, L'aouina",Appartements,2.0,1.0,110.0,À Louer,25 janvier 2020,1100.0
"Tunis, Cité El Khadra",Colocations,2.0,1.0,1.0,À Louer,25 janvier 2020,162.0
"Tunis, Autres villes",Appartements,0.0,0.0,,À Vendre,25 janvier 2020,35.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,480000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,380.0
"Tunis, L'aouina",Appartements,1.0,1.0,60.0,À Louer,25 janvier 2020,1000.0
"Tunis, La Marsa",Terrains et Fermes,,,,,25 janvier 2020,796400.0
"Tunis, Carthage",Maisons et Villas,4.0,320.0,,À Louer,25 janvier 2020,6000.0
"Tunis, Carthage",Maisons et Villas,4.0,2.0,680.0,À Vendre,25 janvier 2020,3300000.0
"Tunis, Autres villes",Maisons et Villas,0.0,0.0,0.0,À Vendre,25 janvier 2020,30.0
"Tunis, Autres villes",Appartements,,,,,25 janvier 2020,1500.0
"Tunis, Ezzouhour",Maisons et Villas,4.0,1.0,80.0,À Vendre,25 janvier 2020,150.0
"Tunis, Autres villes",Terrains et Fermes,,,,,25 janvier 2020,40000.0
"Tunis, Centre Ville - Lafayette","Magasins, Commerces et Locaux industriels",0.0,1.0,50.0,À Louer,25 janvier 2020,700.0
"Tunis, Centre Ville - Lafayette",Appartements,2.0,1.0,42.0,À Louer,25 janvier 2020,600.0
"Tunis, Centre Ville - Lafayette",Bureaux et Plateaux,2.0,1.0,50.0,À Louer,25 janvier 2020,500.0
"Tunis, Autres villes",Maisons et Villas,2.0,1.0,108.0,À Vendre,25 janvier 2020,0.0
"Tunis, Autres villes","Magasins, Commerces et Locaux industriels",1.0,1.0,100.0,À Louer,24 janvier 2020,2000.0
"Tunis, L'aouina","Magasins, Commerces et Locaux industriels",1.0,1.0,180.0,À Louer,24 janvier 2020,3000.0
"Tunis, L'aouina",Maisons et Villas,1.0,1.0,1.0,À Louer,24 janvier 2020,0.0
"Tunis, L'aouina",Appartements,5.0,3.0,4.0,À Vendre,24 janvier 2020,0.0
"Tunis, Autres villes",Appartements,1.0,1.0,69.0,À Vendre,24 janvier 2020,194037.0
"Tunis, Autres villes",Maisons et Villas,2.0,1.0,1.0,À Louer,24 janvier 2020,450.0
"Tunis, Autres villes",Maisons et Villas,3.0,1.0,0.0,À Vendre,24 janvier 2020,0.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,1.0,75.0,À Vendre,24 janvier 2020,210000.0
"Tunis, Le Bardo",Maisons et Villas,5.0,2.0,585.0,À Vendre,24 janvier 2020,0.0
"Tunis, Centre Ville - Lafayette",Appartements,1.0,1.0,,À Louer,24 janvier 2020,0.0
"Tunis, La Marsa",Terrains et Fermes,,,,,24 janvier 2020,0.0
"Tunis, Autres villes",Bureaux et Plateaux,1.0,1.0,45.0,À Louer,24 janvier 2020,500.0
"Tunis, Le Bardo",Maisons et Villas,10.0,3.0,670.0,À Vendre,24 janvier 2020,0.0
"Tunis, Le Bardo",Maisons et Villas,2.0,1.0,120.0,À Vendre,24 janvier 2020,280000.0
"Tunis, Autres villes",Maisons et Villas,4.0,1.0,120.0,À Louer,24 janvier 2020,620.0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",1.0,20.0,,À Vendre,24 janvier 2020,48.0
"Tunis, El Ouardia",Appartements,2.0,1.0,100.0,À Louer,24 janvier 2020,580.0
"Tunis, Autres villes",Appartements,2.0,1.0,85.0,À Louer,24 janvier 2020,420.0
"Tunis, Menzah","Magasins, Commerces et Locaux industriels",2.0,50.0,,À Vendre,24 janvier 2020,120.0
"Tunis, Autres villes",Terrains et Fermes,,,,,24 janvier 2020,70000.0
"Tunis, Centre Ville - Lafayette",Bureaux et Plateaux,3.0,1.0,80.0,À Louer,24 janvier 2020,0.0
"Tunis, Tunis",Terrains et Fermes,,,,,24 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,5.0,2.0,170.0,À Louer,24 janvier 2020,1500.0
"Tunis, Mutuelleville",Maisons et Villas,4.0,1.0,400.0,À Louer,24 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,5.0,3.0,600.0,À Louer,24 janvier 2020,6000.0
"Tunis, La Marsa",Maisons et Villas,7.0,3.0,480.0,À Vendre,24 janvier 2020,2800000.0
"Tunis, La Marsa",Bureaux et Plateaux,6.0,4.0,250.0,À Louer,24 janvier 2020,4800.0
"Tunis, Ettahrir",Appartements,3.0,1.0,110.0,À Louer,24 janvier 2020,530.0
"Tunis, Tunis",Terrains et Fermes,,,,,24 janvier 2020,160000.0
"Tunis, Autres villes",Appartements,1.0,1.0,90.0,À Louer,24 janvier 2020,150.0
"Tunis, Le Bardo","Magasins, Commerces et Locaux industriels",1.0,20.0,,À Vendre,24 janvier 2020,48.0
"Tunis, Le Bardo",Appartements,4.0,1.0,100.0,À Louer,24 janvier 2020,0.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,180.0,,À Vendre,24 janvier 2020,400.0
"Tunis, Autres villes",Maisons et Villas,3.0,1.0,100.0,À Louer,24 janvier 2020,0.0
"Tunis, La Marsa",Maisons et Villas,3.0,2.0,450.0,À Louer,24 janvier 2020,3500.0
"Tunis, La Marsa","Magasins, Commerces et Locaux industriels",1.0,198.0,,À Vendre,24 janvier 2020,180000.0
